age,years_employed,credit_score,credit_history_years,defaults_on_file,delinquencies_last_2yrs,derogatory_marks,loan_amount,interest_rate,debt_to_income_ratio,loan_to_income_ratio,payment_to_income_ratio,annual_income_log,current_debt_log,savings_assets_log,occupation_status_Self-Employed,occupation_status_Student,product_type_Line of Credit,product_type_Personal Loan,loan_intent_Debt Consolidation,loan_intent_Education,loan_intent_Home Improvement,loan_intent_Medical,loan_intent_Personal,loan_status
18,0.0,646,0.4,0,0,0,43800,14.05,0.367,0.824,0.275,10.880402906226719,9.876938217302591,2.6390573296152584,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
51,10.6,741,15.6,0,0,0,19600,11.11,0.345,0.309,0.103,11.058102031319523,9.99300827847454,11.65107741635297,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
34,0.7,620,0.7,0,1,0,5800,20.92,0.357,0.1,0.033,10.96406908643623,9.93537374139845,4.406719247264253,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
28,5.7,579,9.8,0,0,0,35200,16.96,0.327,0.897,0.299,10.577222529574613,9.459073694289389,5.641907070938114,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
54,19.8,695,29.5,0,0,0,70000,18.74,0.047,0.783,0.261,11.40061865736831,8.348774539791274,6.9440872082295275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
55,12.0,735,28.7,0,0,0,33200,8.25,0.27,0.467,0.156,11.17226446772756,9.864486815186396,11.47672817665834,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
53,24.5,614,24.4,0,1,0,22100,13.13,0.178,0.74,0.247,10.304978105888882,8.581294116822761,4.997212273764115,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
45,1.5,671,19.4,0,0,0,1000,12.01,0.585,0.067,0.022,9.61587214452889,9.079662048334066,5.87493073085203,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
46,1.1,618,19.4,0,1,0,9300,11.08,0.17,0.58,0.193,9.682840881420505,7.913886714856082,5.921578419643816,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
41,1.5,627,22.0,0,0,1,91600,14.26,0.401,1.139,0.38,11.294744579235763,10.381924273100115,10.135749405494865,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
19,1.4,679,0.9,0,1,0,14400,9.21,0.259,0.472,0.157,10.326727088743457,8.976893927666076,2.6390573296152584,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
33,13.2,683,13.9,0,0,0,22300,11.89,0.716,0.767,0.256,10.277358789053114,9.94323697205341,5.267858159063328,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
50,1.1,707,27.2,0,0,0,5000,8.73,0.528,0.254,0.085,9.888729181560583,9.249464926660233,3.8066624897703196,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
20,1.9,584,0.5,0,0,0,500,22.53,0.253,0.028,0.009,9.780754787153832,8.404919948933452,2.5649493574615367,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
41,21.6,650,1.5,0,0,0,50400,11.82,0.216,1.316,0.439,10.552813453547223,9.01942196795671,3.4657359027997265,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
22,1.0,675,3.2,0,1,0,66300,17.89,0.475,1.125,0.375,10.984512757777187,10.23981692180943,6.406879986069314,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26,2.8,602,6.5,0,1,0,57200,13.61,0.28,1.696,0.565,10.425816755685535,9.152393412021333,7.48605261786314,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
43,4.7,605,20.7,0,0,0,70000,19.0,0.29,0.846,0.282,11.323760545694267,10.08451660774299,7.721348612617949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
35,8.6,686,1.3,0,1,0,66100,11.75,0.287,0.694,0.231,11.4642707916215,10.214678610538817,4.962844630259907,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
49,17.5,562,21.3,0,1,0,31800,14.1,0.355,0.566,0.189,10.937152347559921,9.901585745246532,9.186047679407139,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
34,0.8,704,14.8,0,0,0,5900,8.7,0.067,0.216,0.072,10.212918885774858,7.512071245835466,4.07753744390572,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
33,8.1,677,5.7,0,0,0,13500,10.11,0.283,0.539,0.18,10.128469413123979,8.866863661202087,7.297091005160418,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
46,12.6,758,13.2,0,1,0,16400,8.8,0.193,0.309,0.103,10.878594212702763,9.23200401161221,7.703007682479236,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
25,0.6,632,1.7,0,2,0,9800,20.52,0.167,0.337,0.112,10.276601630426633,8.485083137498004,6.285998094508865,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
48,11.8,707,24.6,0,0,0,39000,8.36,0.598,0.264,0.088,11.904676969990632,11.39032836025559,9.154933364704444,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
19,0.4,564,1.8,0,3,0,5000,14.93,0.486,0.309,0.103,9.691716587516886,8.970304952991755,2.6390573296152584,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
44,24.9,702,8.1,0,0,0,50000,7.92,0.41,0.443,0.148,11.633947693217678,10.743393876988973,5.857933154483459,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
59,13.4,665,11.9,0,0,0,16100,9.38,0.18,0.381,0.127,10.652211340984815,8.937087036176523,6.19644412779452,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
38,3.8,729,11.3,0,0,0,100000,10.71,0.345,1.058,0.353,11.456598470111594,10.393600134704577,4.812184355372417,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
36,0.4,656,9.6,0,0,0,61300,12.07,0.014,0.901,0.3,11.12798331289449,6.851184927493743,5.501258210544727,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
35,3.9,686,13.6,0,1,0,24300,10.83,0.066,0.38,0.127,11.065997532053935,8.351374706721296,6.715383386334681,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
39,16.5,577,5.4,0,0,0,19800,21.4,0.12,0.317,0.106,11.042793827531794,8.923591197573002,7.310550158534422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
37,4.2,713,4.5,0,0,0,32700,9.79,0.55,1.073,0.358,10.324826009800583,9.727227587120769,6.1224928095143865,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
43,1.5,691,4.4,0,1,1,100000,11.13,0.06,1.813,0.604,10.918029589408013,8.105609402299896,9.41336284529417,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
30,3.0,698,7.5,0,0,0,40600,9.11,0.39,0.555,0.185,11.199761468503755,10.257904950133641,7.78155595923534,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
49,12.6,593,15.9,0,1,0,48200,21.07,0.443,0.414,0.138,11.663971329844008,10.849337086651827,7.1180162044653335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
41,17.2,746,4.8,0,0,1,38400,8.76,0.249,0.226,0.075,12.043947756035498,10.654762121772682,7.5953872788539725,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
19,1.0,641,1.7,0,2,0,38100,11.97,0.242,0.392,0.131,11.484916860550916,10.065053528117518,5.459585514144159,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
45,2.2,545,4.2,0,1,0,23000,13.23,0.226,0.871,0.29,10.181346536039147,8.693999567522082,6.803505257608338,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
42,10.1,634,23.2,0,1,0,100000,14.97,0.164,0.915,0.305,11.602180988644637,9.794007451917308,9.097171673870545,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
27,4.5,622,3.6,0,0,0,81700,14.04,0.347,1.102,0.367,11.213508136300026,10.154790869644193,4.59511985013459,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
52,26.7,681,14.8,0,1,0,45400,17.39,0.309,1.312,0.437,10.451666762843468,9.276970454273945,5.976350909297934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
43,19.0,709,6.4,0,0,0,4100,9.99,0.113,0.039,0.013,11.554921170422245,9.375006993531416,6.532334292222349,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
20,1.7,564,0.3,0,0,1,20800,16.24,0.131,0.45,0.15,10.741189519249884,8.70549681988774,2.8903717578961645,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
34,9.4,553,2.7,0,0,1,34300,16.37,0.177,0.66,0.22,10.857709705244838,9.126197603863755,8.159660737063376,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
34,1.6,715,0.7,0,0,0,18300,16.76,0.536,0.789,0.263,10.051260796825561,9.428350771178645,2.6390573296152584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
23,1.1,521,4.8,0,0,0,13900,16.3,0.189,0.77,0.257,9.801011760946892,8.13739583005665,4.248495242049359,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
20,1.2,607,0.8,0,0,0,6800,11.9,0.399,0.173,0.058,10.578903459065758,9.658992675310882,3.044522437723423,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
63,22.5,778,2.0,0,0,0,18700,6.02,0.095,0.418,0.139,10.708064294780282,8.358431899031295,6.484635235635252,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
38,18.6,592,13.9,0,0,1,45600,13.75,0.182,0.531,0.177,11.359995706182126,9.657075374282565,7.571473648851271,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52,4.5,712,10.0,0,0,0,65200,15.75,0.296,1.394,0.465,10.75293310498079,9.536401457297078,8.280964400553373,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
45,1.6,659,17.1,0,0,0,100000,12.49,0.12,1.091,0.364,11.426266753059686,9.302372457422676,8.336390480591552,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
18,0.0,755,0.2,1,2,0,11000,6.92,0.294,0.545,0.182,9.913041765340939,8.688116703257823,3.295836866004329,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
35,6.2,588,10.3,0,1,0,12400,13.23,0.344,0.32,0.107,10.565427823471362,9.497472293122483,4.430816798843313,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
32,9.0,665,3.0,0,1,0,30800,12.9,0.141,1.094,0.365,10.245835351328815,8.289288323000317,4.836281906951478,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
54,3.1,677,9.7,0,0,0,5000,12.41,0.226,0.093,0.031,10.894013391339179,9.407468436087111,4.574710978503383,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
18,1.5,617,1.3,0,1,0,2200,19.99,0.151,0.102,0.034,9.976552123393134,8.086717920303906,3.258096538021482,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
27,3.9,536,1.9,0,0,0,100000,16.33,0.076,0.789,0.263,11.749372136095465,9.171391621837609,4.31748811353631,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
44,11.3,716,8.7,0,0,0,29100,7.57,0.234,0.613,0.204,10.767726807938478,9.314069557738659,6.429719478039138,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
18,0.0,557,0.3,0,0,1,31600,21.35,0.328,0.907,0.302,10.458894495697496,9.343996756788856,3.258096538021482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
35,7.7,639,10.0,0,0,0,12600,14.9,0.144,0.332,0.111,10.544630659849277,8.606851063346772,9.064736398117391,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
36,8.3,690,17.8,0,1,0,3200,18.78,0.486,0.064,0.021,10.812169410206767,10.089884128483222,8.751949058058614,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
45,1.5,660,7.8,0,0,1,38800,18.23,0.605,0.342,0.114,11.63952287299182,11.13776645262577,8.722580021141189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
18,0.4,621,0.8,0,0,0,13000,11.84,0.292,0.867,0.289,9.61587214452889,8.386400901166214,2.995732273553991,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
34,13.8,670,8.4,0,0,0,4700,18.52,0.141,0.136,0.045,10.450828309595938,8.489616423646003,8.564267598802166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
40,9.2,699,4.9,0,0,0,18200,18.22,0.034,0.369,0.123,10.806490390083347,7.4342573821331355,6.133398042996649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
28,3.2,740,2.7,0,0,0,16200,16.35,0.31,1.08,0.36,9.61587214452889,8.443546651247939,4.820281565605037,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
35,4.7,732,14.7,1,1,0,33400,10.93,0.301,0.326,0.109,11.53571382660066,10.335983999695323,7.1316985104669115,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
50,20.4,751,12.2,0,0,0,14600,15.53,0.141,0.306,0.102,10.771428023469236,8.814627555310697,9.585964638073326,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
45,25.4,603,18.4,0,0,1,50100,14.45,0.288,0.978,0.326,10.843651048821839,9.598320165743328,7.2633296174768365,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
38,19.8,710,0.1,0,0,0,29700,15.7,0.155,0.964,0.321,10.335464755184402,8.471777327885755,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20,0.1,663,1.7,0,0,1,17200,9.94,0.05,0.346,0.115,10.813558984596366,7.824445930877619,4.927253685157205,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
26,1.4,657,1.2,0,0,0,52000,11.2,0.317,1.811,0.604,10.26496594143918,9.115480090952223,5.332718793265369,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
19,0.8,633,0.8,0,1,0,22100,20.01,0.378,0.541,0.18,10.617539693775969,9.644522504181841,6.873163834212518,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
39,10.8,613,16.3,0,0,0,100000,14.92,0.296,0.503,0.168,12.199410502656624,10.981148554451305,9.40951904583656,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
38,15.1,583,17.3,0,0,1,25900,21.23,0.501,0.9,0.3,10.267053697512587,9.57644075656207,9.668461179310146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
32,9.8,575,2.6,0,0,0,84400,15.98,0.183,1.834,0.611,10.73711380957344,9.038365107236372,5.945420608606575,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
49,10.1,669,2.9,0,0,0,66300,12.04,0.27,1.089,0.363,11.016972033201926,9.708080756193517,4.477336814478207,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
31,7.4,647,10.7,0,1,0,56000,14.4,0.288,1.415,0.472,10.585851805730604,9.3425083355536,5.598421958998375,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
37,8.2,663,10.2,0,0,0,30600,10.33,0.062,0.835,0.278,10.5090049831351,7.729295674310482,6.920671504248683,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
30,1.6,617,6.9,0,0,0,13100,12.92,0.385,0.682,0.227,9.8633424122317,8.907883013942248,6.111467339502679,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
50,0.3,607,7.2,0,1,0,66400,20.36,0.389,0.991,0.33,11.11226877785437,10.1668897397139,4.912654885736052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
18,1.0,541,1.1,0,1,0,34000,13.9,0.137,0.356,0.119,11.467697947033539,9.479451058842528,3.1354942159291497,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
41,1.7,603,18.7,0,1,0,20700,14.46,0.214,1.197,0.399,9.757999245787522,8.216628493133443,7.1284959456800365,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
24,4.9,657,3.6,0,0,0,47200,11.52,0.185,1.041,0.347,10.721746404137187,9.033245134153809,6.184148890937483,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
26,5.8,502,6.3,1,2,0,10000,22.92,0.376,0.179,0.06,10.933410495077375,9.956412015844014,4.983606621708336,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
30,1.7,726,10.1,0,0,0,28600,16.24,0.093,0.322,0.107,11.39366884412029,9.023649282664286,7.998335395952982,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
18,1.0,612,0.3,0,2,0,42000,20.33,0.083,0.648,0.216,11.079955543739874,8.596189197642735,6.444131256700441,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
19,0.7,714,1.2,0,0,0,21300,16.96,0.222,0.444,0.148,10.777934935151473,9.271435471335993,5.968707559985366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
31,4.5,614,1.0,0,2,0,18000,13.1,0.476,0.537,0.179,10.419629022124354,9.677088708501246,5.3981627015177525,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
30,1.8,618,7.5,0,0,0,2600,19.66,0.053,0.058,0.019,10.702592570321846,7.763871287820222,6.461468176353717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20,1.5,672,1.3,0,0,0,1300,17.2,0.075,0.037,0.012,10.455416731180536,7.864419904994565,5.093750200806762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
27,3.9,596,6.9,0,1,0,13900,16.61,0.372,0.741,0.247,9.839588826685896,8.85180655855245,3.9512437185814275,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
22,1.8,598,3.3,0,1,0,7200,21.53,0.302,0.218,0.073,10.404444642103513,9.207335862955883,7.547501682814967,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
32,1.3,663,6.4,0,0,0,2200,17.85,0.261,0.101,0.034,9.990123859195675,8.647694999480395,2.6390573296152584,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
18,1.0,569,1.7,1,1,0,31600,14.39,0.105,0.381,0.127,11.32580038973195,9.072915696064511,4.890349128221754,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
33,3.1,745,2.6,0,0,0,10600,16.19,0.497,0.302,0.101,10.466782279155884,9.76703761939823,3.912023005428146,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
42,1.0,591,14.2,1,3,0,6600,21.46,0.202,0.132,0.044,10.816633344266204,9.218209330354878,6.1070228877422545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
32,13.8,614,1.1,0,2,0,24900,11.03,0.245,0.503,0.168,10.810798082829503,9.40442579569038,4.68213122712422,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
52,14.3,709,24.8,0,0,0,28100,8.88,0.142,0.615,0.205,10.72980981224849,8.780018887869153,8.250097752572845,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
29,4.2,554,3.6,0,0,0,58100,16.11,0.289,1.365,0.455,10.658928549267461,9.418004736441933,8.497194544909547,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
18,1.0,589,0.2,0,0,0,70000,21.37,0.269,0.611,0.204,11.648286432900681,10.333417605043806,5.733341276897746,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
32,5.6,643,8.3,0,0,0,23500,19.9,0.293,0.31,0.103,11.236222896561456,10.008072767726203,7.1308988302963465,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
33,6.1,722,14.1,0,0,0,16600,17.31,0.4,0.855,0.285,9.873389104712095,8.957768009971161,5.71042701737487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
42,1.2,685,1.1,0,0,0,36200,11.38,0.263,1.404,0.468,10.157703323404748,8.821732380934442,4.30406509320417,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
35,0.5,557,15.7,0,1,1,10600,13.32,0.161,0.707,0.236,9.61587214452889,7.791522819150732,6.304448802421981,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
20,1.3,690,1.4,0,0,1,9300,12.89,0.179,0.62,0.207,9.61587214452889,7.894690850425624,2.995732273553991,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
26,4.5,530,4.0,0,1,0,22000,22.12,0.317,0.66,0.22,10.4140331370948,9.264260213965613,3.7376696182833684,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
34,16.0,723,7.6,0,0,0,18100,17.44,0.538,0.369,0.123,10.801655046150593,10.182103652974162,8.235360643753348,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
38,8.2,477,8.9,0,2,0,18100,14.1,0.241,0.613,0.204,10.293737494837812,8.871785969150645,6.0867747269123065,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
51,22.1,728,25.6,0,1,0,6800,16.41,0.111,0.162,0.054,10.645234402932136,8.445052513638554,8.882946799288174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
30,3.0,559,8.3,0,0,0,15900,22.75,0.311,0.614,0.205,10.16250005226458,8.994916943677111,7.2991214627108,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
32,0.7,564,7.2,1,1,3,7200,13.6,0.592,0.333,0.111,9.981651573505482,9.458059455856434,4.700480365792417,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
32,2.2,525,8.0,0,1,0,33100,16.5,0.109,0.93,0.31,10.479876172485877,8.261784679514752,5.3471075307174685,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
26,7.4,626,2.9,0,2,0,61000,19.42,0.089,1.349,0.45,10.719228401304807,8.296546520300614,3.5553480614894135,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
29,9.7,655,6.2,0,0,0,13500,9.08,0.218,0.456,0.152,10.296272607486918,8.77539495854551,6.363028103540465,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
24,3.7,694,4.1,0,0,0,36500,11.34,0.473,1.137,0.379,10.376455533745878,9.627206902808789,4.74493212836325,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
29,3.6,624,8.9,0,0,0,28500,13.42,0.108,0.74,0.247,10.558231685563127,8.330863613224745,8.421122722665503,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30,4.7,655,6.3,0,0,0,70000,17.87,0.064,0.725,0.242,11.477723067561499,8.735203590618699,5.521460917862246,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
21,2.3,549,1.4,0,0,0,19700,21.96,0.137,0.487,0.162,10.60826681732578,8.618485442898109,7.773594467360194,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
56,28.0,669,29.9,0,0,0,50600,18.03,0.267,0.431,0.144,11.672813937848483,10.351692814320451,7.444833273892193,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
52,8.4,724,26.6,0,1,0,75400,10.98,0.467,1.475,0.492,10.841696319711215,10.080252030663544,7.372118028337787,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
32,7.8,519,2.6,0,0,0,40600,15.76,0.148,0.618,0.206,11.092123343851826,9.182866394975427,7.494430215031565,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
47,1.0,645,9.4,0,0,0,28700,13.65,0.264,0.837,0.279,10.442958940492026,9.109635667854551,8.606485298894999,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
36,8.2,660,6.7,0,0,0,45500,18.81,0.145,1.295,0.432,10.466725344516835,8.535425959677298,8.21959545417708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
34,5.8,511,12.7,0,1,1,36600,14.09,0.055,0.52,0.173,11.162346190346335,8.269756947532983,5.869296913133774,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
44,17.8,663,8.5,0,3,0,62200,17.39,0.261,0.914,0.305,11.128277175574574,9.78633556772527,7.533158807455563,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
25,2.3,658,4.6,0,0,0,100000,11.51,0.382,1.15,0.383,11.372996508649017,10.4093709837628,5.181783550292085,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
47,23.2,756,28.2,0,0,0,11500,14.83,0.093,0.312,0.104,10.513497659473217,8.138272638530186,7.781973234434385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
50,19.9,777,16.5,0,0,1,25800,14.76,0.241,0.352,0.117,11.203038682530256,9.780754787153832,8.79497643168877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
22,0.3,619,3.4,0,0,0,10500,13.12,0.194,0.7,0.233,9.61587214452889,7.976595409316577,8.14177220465645,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
35,5.1,646,11.5,0,1,0,23900,19.34,0.561,0.526,0.175,10.725027947864472,10.146433731146518,6.419994928147142,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
34,15.5,589,15.8,0,1,1,17000,16.03,0.108,0.649,0.216,10.17332383184232,7.948031990637284,7.218176838403408,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
57,18.1,742,3.6,0,0,0,15600,8.8,0.227,0.319,0.106,10.796243501276619,9.315600882633676,8.454253391642363,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
45,21.5,747,6.7,0,0,0,44000,16.02,0.384,1.29,0.43,10.43708198835482,9.47883962501119,7.480428306074208,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
44,1.5,662,23.3,0,0,0,2100,17.02,0.235,0.101,0.034,9.946882234855318,8.496786381638575,8.09559870137819,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
35,12.7,617,11.0,0,4,0,17300,14.19,0.521,0.469,0.156,10.514990744055563,9.862457202978137,8.58858318750291,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
41,10.5,672,22.4,0,0,0,34000,17.74,0.477,0.501,0.167,11.124509195961624,10.383410571562303,9.802893437300426,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
